date,call_top5_b_v,call_top5_b_ratio,call_top10_b_v,call_top10_b_ratio,call_top5_s_v,call_top5_s_ratio,call_top10_s_v,call_top10_s_ratio,put_top5_b_v,put_top5_b_ratio,put_top10_b_v,put_top10_b_ratio,put_top5_s_v,put_top5_s_ratio,put_top10_s_v,put_top10_s_ratio
2010/11/18,97301,36.5,140595,52.7,59416,22.3,90819,34.1,117301,41.4,166286,58.6,53144,18.7,78074,27.5
2010/11/19,108114,36.4,154437,52.1,61153,20.6,95262,32.1,130528,41.6,181484,57.8,62791,20.0,94083,30.0
2010/11/22,112464,36.6,163161,53.1,60621,19.7,92633,30.1,136043,39.9,191630,56.2,67252,19.7,104173,30.6
2010/11/23,123573,37.1,178371,53.6,65226,19.6,100414,30.1,148392,40.0,206621,55.8,73070,19.7,116551,31.5
2010/11/24,126534,35.4,186193,52.1,70622,19.7,107539,30.1,156485,39.4,219647,55.3,82910,20.9,128840,32.4
2010/11/25,130725,34.9,192022,51.3,69878,18.7,110416,29.5,162351,37.9,229071,53.5,100138,23.4,151373,35.4
2010/11/26,139408,32.4,205542,47.8,90703,21.1,136751,31.8,179790,35.2,253841,49.8,140774,27.6,197293,38.7
2010/11/29,158581,34.7,228451,50.0,100656,22.0,146629,32.1,194321,37.1,276591,52.8,146528,28.0,201841,38.5
2010/11/30,168052,35.1,240281,50.2,99537,20.8,147647,30.8,207395,35.8,296809,51.2,161424,27.8,224238,38.7
2010/12/01,170858,34.2,250963,50.3,106773,21.4,155934,31.2,215890,34.6,309284,49.6,178976,28.7,247081,39.7
2010/12/02,158823,32.8,229975,47.5,94960,19.6,141032,29.1,218425,32.6,315241,47.0,200290,29.9,271363,40.5
2010/12/03,159657,32.3,229452,46.4,94929,19.2,136975,27.7,234756,32.3,334126,46.0,224562,30.9,300707,41.4
2010/12/06,164117,32.6,238532,47.4,106664,21.2,150305,29.9,234416,30.0,346174,44.4,235281,30.2,320156,41.0
2010/12/07,165308,31.7,242173,46.4,109941,21.1,155173,29.8,250239,31.1,359131,44.7,237199,29.5,327074,40.7
2010/12/08,167134,31.1,245366,45.7,112435,20.9,161542,30.1,264928,31.7,371859,44.4,244890,29.3,335207,40.1
2010/12/09,167355,30.0,250862,44.9,133248,23.9,185764,33.3,269385,31.1,378886,43.8,240634,27.8,335100,38.7
2010/12/10,180097,31.1,268502,46.3,139419,24.1,195591,33.7,276757,31.3,389949,44.1,247449,28.0,345568,39.1
2010/12/13,189447,32.9,274386,47.6,140044,24.3,194026,33.7,280089,31.1,391883,43.5,256875,28.5,355593,39.5
2010/12/14,205947,34.7,289385,48.7,147009,24.8,201194,33.9,286640,30.7,410971,44.1,265587,28.5,365543,39.2
2010/12/15,118686,47.5,160894,64.4,56120,22.5,83296,33.4,142082,51.4,190697,69.0,51987,18.8,72336,26.2
2010/12/16,137344,46.7,181810,61.9,62320,21.2,92928,31.6,153603,47.6,209252,64.8,59255,18.4,83586,25.9
2010/12/17,157347,46.4,203151,59.9,67713,20.0,100481,29.6,175112,47.1,238792,64.3,64368,17.3,94571,25.5
2010/12/20,166228,46.2,216037,60.1,68293,19.0,98872,27.5,190025,47.0,257579,63.8,70081,17.3,100975,25.0
2010/12/21,172491,44.7,225517,58.4,75587,19.6,111390,28.9,200460,46.4,271596,62.8,70947,16.4,107634,24.9
2010/12/22,183989,44.8,238527,58.1,80349,19.6,119092,29.0,208289,45.4,281296,61.4,78142,17.0,115934,25.3
2010/12/23,190917,44.6,245834,57.4,86649,20.2,127958,29.9,209681,42.8,286545,58.4,84967,17.3,131771,26.9
2010/12/24,193369,43.7,250986,56.8,88034,19.9,131208,29.7,215020,42.3,291879,57.4,92562,18.2,145102,28.5
2010/12/27,197117,43.2,255200,55.9,91502,20.0,136211,29.8,220772,41.4,300326,56.3,103514,19.4,157756,29.6
2010/12/28,197363,41.4,259711,54.5,93711,19.7,140043,29.4,221342,39.8,306756,55.1,115423,20.7,172430,31.0
2010/12/29,201108,41.1,265847,54.3,97066,19.8,143448,29.3,222383,38.6,310170,53.8,118812,20.6,178120,30.9
2010/12/30,206374,41.3,268611,53.8,96193,19.3,145532,29.1,220257,37.0,311552,52.4,124870,21.0,187184,31.5
2010/12/31,202500,39.9,259907,51.2,106212,20.9,158504,31.2,229129,36.2,323251,51.1,125362,19.8,198512,31.4
2011/01/03,208006,40.1,267965,51.6,108756,20.9,161028,31.0,234213,35.2,332471,50.0,128692,19.3,210786,31.7
2011/01/04,210696,37.8,278174,50.0,119012,21.4,176357,31.7,240155,34.1,344927,49.0,132814,18.9,219050,31.1
2011/01/05,215014,35.7,285624,47.4,125445,20.8,182462,30.3,239874,33.8,347428,49.0,139818,19.7,220933,31.2
2011/01/06,214219,34.3,290995,46.6,128778,20.6,194250,31.1,231184,32.2,336716,46.9,147394,20.5,227968,31.8
2011/01/07,199376,31.0,280480,43.6,139450,21.7,209452,32.5,236206,32.3,346255,47.4,151675,20.7,232721,31.8
2011/01/10,210052,31.6,293564,44.1,136884,20.6,210591,31.6,228712,30.3,339804,45.0,161986,21.4,242198,32.0
2011/01/11,213052,31.8,297515,44.5,135068,20.2,204821,30.6,217474,28.0,333262,42.9,157228,20.2,242348,31.2
2011/01/12,212306,30.9,302673,44.0,146844,21.4,217797,31.7,227381,27.6,347022,42.2,170400,20.7,262930,32.0
2011/01/13,215526,30.8,310214,44.3,148468,21.2,220298,31.4,235632,27.4,361319,42.0,186260,21.7,282054,32.8
2011/01/14,219058,30.6,315936,44.2,158093,22.1,229011,32.0,245049,28.1,367324,42.0,194680,22.3,291559,33.4
2011/01/17,218989,29.2,321396,42.9,184322,24.6,256983,34.3,247132,28.1,373747,42.6,200137,22.8,297821,33.9
2011/01/18,234492,30.5,339012,44.2,199401,26.0,272517,35.5,255757,27.6,390212,42.2,233232,25.2,331840,35.9
2011/01/19,161638,46.0,216694,61.7,69135,19.7,110064,31.3,167579,46.0,221500,60.9,82155,22.6,122130,33.6
2011/01/20,168502,43.4,228396,58.9,76136,19.6,119806,30.9,171248,42.0,232616,57.0,87216,21.4,130124,31.9
2011/01/21,173102,39.7,235835,54.2,87733,20.1,132747,30.5,179639,40.1,245251,54.7,93142,20.8,134082,29.9
2011/01/24,177622,37.5,240081,50.6,94132,19.9,142600,30.1,192046,39.8,259918,53.9,106171,22.0,152132,31.5
2011/01/25,183688,37.1,245528,49.6,100687,20.4,152155,30.8,203470,39.3,276916,53.5,110382,21.3,159920,30.9
2011/01/26,194395,37.3,259439,49.7,104173,20.0,156551,30.0,214549,38.6,290712,52.3,119754,21.5,175544,31.6
2011/01/27,207035,37.4,275461,49.7,112335,20.3,165573,29.9,208536,35.9,288287,49.6,119867,20.6,181121,31.2
2011/01/28,217236,36.9,302050,51.4,118522,20.2,175401,29.8,221249,34.7,306399,48.0,134926,21.1,206416,32.3
2011/02/08,224272,36.5,310856,50.6,126906,20.7,184715,30.1,245552,36.6,333924,49.8,144660,21.6,223172,33.3
2011/02/09,224463,34.0,312763,47.4,144212,21.9,207444,31.4,271090,37.9,361939,50.7,150539,21.1,234425,32.8
2011/02/10,222793,30.4,318603,43.4,169737,23.1,241862,33.0,285087,39.4,379367,52.5,146942,20.3,229684,31.8
2011/02/11,221841,26.3,336478,39.8,245797,29.1,330030,39.1,256565,38.3,350875,52.3,146133,21.8,216685,32.3
2011/02/14,235982,26.7,355074,40.2,243978,27.6,328454,37.2,229328,33.1,322286,46.6,142464,20.6,217347,31.4
2011/02/15,256780,27.7,385062,41.5,253081,27.3,342435,36.9,227815,30.4,327095,43.7,150799,20.1,230377,30.8
2011/02/16,152477,41.2,217208,58.7,84069,22.7,124036,33.5,165707,42.6,226270,58.1,98348,25.3,141427,36.3
2011/02/17,175783,39.1,257634,57.3,93076,20.7,143244,31.9,170892,39.2,239426,54.9,111148,25.5,157020,36.0
2011/02/18,183832,38.2,275551,57.2,90411,18.8,141043,29.3,171984,35.2,241323,49.4,121417,24.9,172647,35.4
2011/02/21,187829,37.2,283580,56.2,94872,18.8,148818,29.5,180341,34.7,252916,48.7,127395,24.5,182460,35.1
2011/02/22,210112,36.9,307465,54.0,111087,19.5,170328,29.9,185803,34.3,258869,47.8,128739,23.8,187424,34.6
2011/02/23,214288,34.3,310290,49.6,128557,20.6,193895,31.0,203700,36.7,278222,50.2,134611,24.3,192457,34.7
2011/02/24,230394,34.0,338796,50.1,159428,23.6,231393,34.2,204382,35.4,280414,48.5,139023,24.1,199206,34.5
2011/02/25,242196,32.8,359400,48.7,186596,25.3,272935,37.0,213013,35.6,294837,49.2,136961,22.9,197600,33.0
2011/03/01,244549,33.5,361170,49.5,180461,24.7,262817,36.0,219255,34.4,311455,48.8,157474,24.7,225055,35.3
2011/03/02,248892,33.7,365887,49.5,174956,23.7,258394,35.0,225681,33.1,331093,48.6,159903,23.5,230187,33.8
2011/03/03,252627,34.6,368134,50.4,161470,22.1,244104,33.4,225651,31.7,328995,46.2,162361,22.8,236110,33.2
2011/03/04,257045,35.3,373726,51.3,157224,21.6,239687,32.9,223131,30.2,324658,44.0,168345,22.8,242817,32.9
2011/03/07,267298,35.5,383042,50.8,163026,21.6,249016,33.0,227494,30.4,332340,44.4,172413,23.1,249243,33.3
2011/03/08,270184,35.1,385571,50.1,160803,20.9,247283,32.2,233722,30.3,344250,44.6,194473,25.2,271620,35.2
2011/03/09,279980,35.9,397468,51.0,157058,20.1,243906,31.3,237608,29.7,350146,43.8,195041,24.4,274875,34.4
2011/03/10,282275,34.1,406253,49.1,193007,23.3,283329,34.2,241550,30.5,352526,44.5,179985,22.7,260679,32.9
2011/03/11,288832,32.8,414721,47.1,215911,24.5,312088,35.4,243103,31.3,348717,45.0,151273,19.5,230620,29.7
2011/03/14,298546,32.7,421314,46.1,226694,24.8,325033,35.6,252744,32.9,362252,47.2,160108,20.8,235515,30.7
2011/03/15,320188,30.7,467086,44.8,333081,32.0,452368,43.4,262735,36.9,381445,53.6,170773,24.0,252909,35.5
2011/03/16,142878,40.4,203526,57.5,69904,19.7,119039,33.6,179011,49.7,239886,66.5,102261,28.4,135495,37.6
2011/03/17,170402,40.5,239477,56.9,87362,20.8,145186,34.5,180688,42.4,263782,61.9,121820,28.6,168914,39.6
2011/03/18,180974,40.8,254251,57.3,93115,21.0,153054,34.5,171735,37.4,267005,58.1,128040,27.9,177435,38.6
2011/03/21,179279,39.7,253131,56.1,88066,19.5,147298,32.6,174581,36.2,271611,56.4,131744,27.3,183702,38.1
2011/03/22,182942,39.4,258781,55.8,87624,18.9,146819,31.6,170658,34.1,266557,53.2,131223,26.2,184658,36.9
2011/03/23,186777,39.4,266258,56.2,88236,18.6,146775,31.0,173803,33.0,271310,51.5,136225,25.9,195605,37.1
2011/03/24,191754,39.6,272214,56.2,85400,17.6,145217,30.0,174748,31.9,268970,49.2,141410,25.9,203864,37.3
2011/03/25,200628,40.6,281359,56.9,87959,17.8,148239,30.0,177630,30.7,271208,46.9,147825,25.6,214933,37.2
2011/03/28,199831,39.6,279258,55.4,85236,16.9,147465,29.2,184440,31.1,281635,47.4,149937,25.3,216838,36.5
2011/03/29,199141,38.3,281887,54.2,98311,18.9,160546,30.8,188505,30.8,289561,47.3,166280,27.2,232833,38.0
2011/03/30,201598,36.6,290742,52.8,116274,21.1,181528,33.0,193426,30.0,297078,46.1,178903,27.8,247102,38.4
2011/03/31,205322,35.8,297953,52.0,126811,22.1,194558,33.9,194189,29.0,296726,44.4,179028,26.8,255635,38.2
2011/04/01,208340,35.0,302450,50.8,138260,23.2,205315,34.5,201323,28.8,301682,43.2,183610,26.3,268661,38.5
2011/04/06,191180,32.9,274318,47.3,118092,20.3,184433,31.8,200567,27.3,295961,40.3,193124,26.3,279903,38.1
2011/04/07,188151,31.4,281111,47.0,115399,19.3,186666,31.2,212109,27.2,311165,39.9,202694,26.0,297901,38.2
2011/04/08,181827,29.7,277911,45.4,123479,20.2,196027,32.0,208473,26.0,310484,38.6,202600,25.2,309100,38.5
2011/04/11,182747,29.4,277282,44.5,134310,21.6,203540,32.7,223213,26.8,327712,39.3,215185,25.8,325266,39.0
2011/04/12,185101,27.4,290678,43.0,164287,24.3,240421,35.6,232741,27.6,338401,40.2,213220,25.3,325673,38.7
2011/04/13,181979,26.7,286112,42.0,154535,22.7,229811,33.7,232014,27.1,337625,39.4,204770,23.9,322823,37.7
2011/04/14,191938,27.9,294917,42.8,152572,22.1,231900,33.7,249273,28.0,357547,40.2,223339,25.1,347081,39.0
2011/04/15,189262,26.8,295361,41.8,160738,22.8,240636,34.1,251856,27.9,360627,40.0,230663,25.6,355251,39.4
2011/04/18,196465,27.1,300015,41.4,167091,23.1,250562,34.6,255707,27.9,366057,39.9,258908,28.2,378227,41.2
2011/04/19,194917,25.3,301936,39.2,189412,24.6,277542,36.1,252279,27.2,368986,39.8,263693,28.5,381287,41.2
2011/04/20,92225,34.0,142094,52.4,52758,19.5,84499,31.2,127238,39.8,171823,53.8,81198,25.4,118873,37.2
2011/04/21,96346,30.8,144687,46.3,51478,16.5,86965,27.8,140640,36.5,192823,50.0,87699,22.7,132274,34.3
2011/04/22,113818,31.7,164916,45.9,71388,19.9,113848,31.7,145150,35.1,202907,49.1,93467,22.6,141023,34.1
2011/04/25,113401,30.1,174217,46.2,91561,24.3,133099,35.3,148882,33.8,219742,49.9,104904,23.8,159326,36.2
2011/04/26,110481,27.7,173922,43.6,99935,25.1,144518,36.3,156225,33.7,233452,50.4,107291,23.1,167844,36.2
2011/04/27,116276,28.3,181143,44.1,98205,23.9,143557,34.9,161480,32.1,243184,48.4,123332,24.5,184749,36.7
2011/04/28,120506,26.8,190860,42.5,117744,26.2,168874,37.6,168386,31.8,252262,47.6,133680,25.2,196359,37.0
2011/04/29,115094,24.0,187687,39.2,135553,28.3,191117,39.9,171556,31.1,259745,47.0,143229,25.9,208632,37.8
2011/05/03,112906,22.3,185524,36.6,152250,30.1,208832,41.3,178216,30.9,269370,46.7,146187,25.4,213015,37.0
2011/05/04,113149,21.4,184150,34.8,149778,28.3,208414,39.4,182549,30.7,275665,46.4,146037,24.6,215463,36.3
2011/05/05,110491,20.9,184914,34.9,131543,24.9,191986,36.3,184780,29.1,282109,44.4,159532,25.1,235886,37.1
2011/05/06,115101,20.9,188540,34.2,146090,26.5,207506,37.7,189110,28.9,284493,43.5,163764,25.1,244016,37.3
2011/05/09,117004,21.2,194627,35.2,141466,25.6,201338,36.4,191436,28.3,284913,42.1,166682,24.6,251275,37.1
2011/05/10,132290,22.5,211096,35.9,153182,26.1,218541,37.2,192754,28.1,288630,42.1,170791,24.9,255885,37.4
2011/05/11,142584,23.0,225885,36.4,171550,27.6,238243,38.4,189683,27.1,288758,41.3,180123,25.8,266145,38.1
2011/05/12,146986,23.4,229959,36.6,157870,25.1,225719,35.9,196828,27.7,302993,42.6,178560,25.1,265481,37.3
2011/05/13,153699,24.0,236272,36.9,161255,25.2,230070,35.9,205059,27.9,313559,42.7,187882,25.6,277920,37.8
2011/05/16,150519,22.4,233569,34.8,193181,28.8,266079,39.6,209425,27.9,323528,43.0,192336,25.6,288610,38.4
2011/05/17,150978,21.6,235120,33.6,207475,29.6,282890,40.4,209645,27.6,322907,42.5,202141,26.6,303434,40.0
2011/05/18,89238,33.3,126061,47.0,58193,21.7,90860,33.9,122340,41.8,167324,57.1,70783,24.2,109159,37.3
2011/05/19,100353,33.0,139817,46.0,59298,19.5,92644,30.5,134884,37.9,199122,55.9,80445,22.6,131663,37.0
2011/05/20,107609,31.1,151574,43.8,66514,19.2,103209,29.8,143889,37.2,211953,54.8,86244,22.3,136757,35.3
2011/05/23,113525,29.0,161038,41.1,83403,21.3,129259,33.0,164993,38.7,234438,55.0,100095,23.5,151446,35.5
2011/05/24,120378,28.2,170864,40.0,92077,21.6,140231,32.9,174523,38.1,245399,53.6,109544,23.9,170133,37.2
2011/05/25,128934,28.0,183874,40.0,105612,23.0,154248,33.5,183343,37.7,257701,53.0,124326,25.6,188233,38.7
2011/05/26,130260,27.4,194210,40.9,104343,22.0,155943,32.8,191437,37.2,267214,51.9,142906,27.7,207524,40.3
2011/05/27,141173,28.0,210771,41.8,122494,24.3,175701,34.8,198256,35.6,278246,50.0,163240,29.3,230454,41.4
2011/05/30,143025,27.2,221262,42.0,127102,24.1,186815,35.5,203586,35.0,288249,49.6,171223,29.4,242741,41.7
2011/05/31,139146,27.1,224532,43.8,98754,19.2,159056,31.0,196070,30.6,301145,47.0,184049,28.7,261326,40.8
2011/06/01,137272,25.9,225221,42.4,102332,19.3,164589,31.0,189341,28.5,290977,43.8,189494,28.5,272121,40.9
2011/06/02,139616,24.4,227715,39.8,124327,21.7,190573,33.3,196478,28.9,293285,43.2,191220,28.1,274871,40.5
2011/06/03,138953,23.5,229162,38.8,126353,21.4,194636,32.9,207850,29.1,308624,43.2,197762,27.7,282496,39.5
2011/06/07,139670,22.9,234186,38.4,135958,22.3,207988,34.1,217156,29.8,319351,43.8,188838,25.9,285047,39.1
2011/06/08,145520,23.1,239924,38.0,143882,22.8,217200,34.4,222462,29.4,327566,43.3,205165,27.1,299429,39.6
2011/06/09,154174,23.6,247742,38.0,161874,24.8,232061,35.6,232524,29.1,358937,44.9,223465,27.9,322476,40.3
2011/06/10,148974,21.1,245728,34.7,191587,27.1,270315,38.2,228496,29.3,367957,47.2,190506,24.4,294964,37.8
2011/06/13,152789,19.6,253221,32.5,227191,29.1,317590,40.7,233971,30.7,357803,47.0,181958,23.9,284550,37.4
2011/06/14,159583,20.6,265331,34.3,183935,23.8,274391,35.5,236515,29.2,362118,44.7,236140,29.2,340304,42.0
2011/06/15,66570,25.1,101998,38.4,62898,23.7,94663,35.6,125918,44.8,176251,62.7,49995,17.8,76471,27.2
2011/06/16,78261,23.7,117452,35.6,70788,21.4,115146,34.9,137117,38.1,206545,57.3,72939,20.3,108280,30.1
2011/06/17,84916,23.0,128751,34.8,78696,21.3,127221,34.4,138075,34.5,216598,54.2,82627,20.7,125914,31.5
2011/06/20,89255,22.2,134677,33.5,82501,20.5,137850,34.3,152289,35.3,237080,55.0,104041,24.1,150496,34.9
2011/06/21,95495,22.2,140882,32.7,91887,21.3,152602,35.5,157834,34.8,248260,54.7,102788,22.6,154793,34.1
2011/06/22,101673,22.2,149733,32.7,97452,21.3,160029,34.9,156270,33.3,240910,51.3,110889,23.6,160544,34.2
2011/06/23,105000,21.8,157268,32.6,99377,20.6,162444,33.7,167902,34.2,254477,51.8,122665,25.0,175664,35.8
2011/06/24,106362,20.5,164687,31.7,110519,21.3,180183,34.7,165560,33.0,252844,50.4,126336,25.2,179883,35.9
2011/06/27,107661,19.1,172635,30.6,133980,23.7,214320,38.0,171198,32.7,254991,48.7,136745,26.1,194054,37.0
2011/06/28,113886,19.5,182104,31.2,144487,24.7,228207,39.1,170441,31.4,255626,47.0,145604,26.8,201934,37.2
2011/06/29,115355,19.0,191659,31.6,152822,25.2,238235,39.3,177798,30.0,274687,46.4,171311,28.9,230499,38.9
2011/06/30,124297,20.1,200036,32.3,157137,25.4,243173,39.2,180480,29.0,281065,45.2,191480,30.8,252850,40.6
2011/07/01,126358,20.5,204263,33.1,157087,25.5,244518,39.6,176666,28.2,270845,43.2,183020,29.2,255648,40.7
2011/07/04,129730,20.7,208638,33.3,150649,24.0,239697,38.2,176817,27.7,264705,41.5,186317,29.2,258309,40.5
2011/07/05,132866,20.5,218111,33.6,157179,24.2,250562,38.6,178595,27.6,263178,40.6,191325,29.5,258920,40.0
2011/07/06,132502,20.5,219340,33.9,147932,22.9,240724,37.3,183166,27.1,265599,39.3,185543,27.5,257633,38.1
2011/07/07,133210,19.9,219565,32.9,151917,22.7,248021,37.1,186204,26.9,272371,39.4,184593,26.7,262265,37.9
2011/07/08,137315,19.9,231528,33.5,156200,22.6,259795,37.6,193387,26.7,288309,39.8,191175,26.4,288723,39.8
2011/07/11,137668,19.2,238065,33.2,164489,23.0,270218,37.7,200276,27.5,295867,40.6,181997,25.0,289100,39.7
2011/07/12,147295,18.7,249368,31.7,208572,26.5,325791,41.5,217520,30.4,318086,44.5,176980,24.8,281993,39.5
2011/07/13,139249,17.7,244632,31.0,206800,26.2,317331,40.3,206314,29.3,300762,42.7,171172,24.3,267051,37.9
2011/07/14,143628,17.5,254100,30.9,219904,26.7,331391,40.3,206866,28.2,310062,42.2,180678,24.6,279537,38.0
2011/07/15,153178,18.8,268066,33.0,209320,25.7,323899,39.8,210958,27.6,318107,41.6,198075,25.9,297942,39.0
2011/07/18,156173,19.0,271146,33.1,210757,25.7,321656,39.2,211726,27.2,321615,41.3,207800,26.7,307716,39.5
2011/07/19,155293,18.8,270348,32.7,211787,25.6,319016,38.6,215021,27.0,325906,40.9,224682,28.2,325067,40.8
2011/07/20,89972,31.2,130871,45.3,79279,27.5,114337,39.6,142855,47.7,192944,64.4,66567,22.2,92676,30.9
2011/07/21,95640,30.1,137369,43.3,78549,24.7,116458,36.7,146169,44.3,201740,61.2,63245,19.2,90759,27.5
2011/07/22,99084,28.6,145953,42.2,79918,23.1,120676,34.9,149236,39.8,208883,55.8,71503,19.1,107524,28.7
2011/07/25,100220,27.2,148112,40.2,82603,22.4,126611,34.3,149334,37.3,210258,52.5,68033,17.0,109774,27.4
2011/07/26,102700,26.0,154742,39.1,80282,20.3,132023,33.4,148908,33.9,212672,48.4,70886,16.1,118834,27.1
2011/07/27,105437,24.7,161162,37.8,85187,20.0,138858,32.6,150969,31.7,217691,45.7,82771,17.4,132905,27.9
2011/07/28,109594,23.9,173413,37.8,95131,20.8,156045,34.1,154134,29.4,232515,44.3,101187,19.3,157855,30.1
2011/07/29,114468,22.7,182596,36.2,97094,19.3,168076,33.4,163615,29.1,250878,44.5,113601,20.2,182678,32.4
2011/08/01,125294,23.3,195103,36.3,107470,20.0,180778,33.6,164121,28.0,257484,43.9,121662,20.7,187619,32.0
2011/08/02,125954,22.2,195804,34.5,115571,20.3,190437,33.5,163310,27.4,259290,43.5,122971,20.7,187640,31.5
2011/08/03,129308,20.6,196396,31.3,137236,21.9,222909,35.6,167586,28.5,263102,44.7,124850,21.2,188402,32.0
2011/08/04,130712,18.9,200625,29.0,164171,23.8,260086,37.6,165991,28.6,258256,44.4,124514,21.4,184622,31.8
2011/08/05,164869,18.9,270386,31.1,304962,35.0,435559,50.0,159173,28.9,261591,47.4,143382,26.0,219207,39.7
2011/08/08,247396,23.0,379371,35.3,446741,41.6,613170,57.0,182163,31.9,287204,50.3,205030,35.9,295337,51.7
2011/08/09,288168,24.5,425803,36.1,529235,44.9,707384,60.0,211968,32.9,326592,50.6,279180,43.3,380808,59.0
2011/08/10,242824,21.7,382847,34.2,488034,43.6,653083,58.3,171544,27.5,280773,45.0,234265,37.5,342043,54.8
2011/08/11,252022,22.5,395265,35.3,477248,42.6,637876,56.9,196918,29.0,315368,46.5,252618,37.2,376026,55.4
2011/08/12,207948,19.1,352028,32.4,444671,40.9,602859,55.4,186083,27.4,305338,45.0,229928,33.9,355607,52.4
2011/08/15,196625,18.3,335248,31.2,437117,40.7,591639,55.1,190916,27.0,307665,43.6,252285,35.7,369933,52.4
2011/08/16,199111,18.4,338180,31.3,395414,36.6,552743,51.1,182444,25.4,302606,42.2,255840,35.7,373007,52.0
2011/08/17,96130,29.7,149340,46.1,94812,29.3,152722,47.2,114292,42.7,170944,63.9,104584,39.1,141685,53.0
2011/08/18,110226,29.8,164275,44.4,101171,27.4,163217,44.1,119684,38.3,183642,58.8,118948,38.1,159658,51.1
2011/08/19,119575,27.9,179071,41.8,115770,27.0,182205,42.5,127743,34.7,211394,57.4,125262,34.0,183777,49.9
2011/08/22,122056,26.3,188521,40.6,121936,26.3,195605,42.2,156817,37.3,248754,59.2,140015,33.3,196815,46.8
2011/08/23,115132,24.9,180548,39.0,121372,26.2,192760,41.6,165788,37.8,253188,57.8,130704,29.8,188446,43.0
2011/08/24,118412,24.7,187130,39.0,123016,25.7,198276,41.3,164713,36.8,255147,57.1,135331,30.3,195585,43.7
2011/08/25,131358,26.1,201855,40.2,129182,25.7,207672,41.3,175661,37.7,268861,57.8,139069,29.9,204480,43.9
2011/08/26,133247,25.7,203433,39.3,125541,24.2,206998,40.0,166489,35.1,263916,55.7,139773,29.5,204305,43.1
2011/08/29,132119,24.9,203125,38.3,131925,24.9,216875,40.9,163069,33.6,265424,54.6,132524,27.3,203439,41.9
2011/08/30,136580,25.2,207485,38.2,126916,23.4,208745,38.5,163612,33.2,264215,53.5,143490,29.1,207503,42.0
2011/08/31,140919,25.6,212422,38.6,127670,23.2,214151,38.9,152097,31.2,248419,50.9,129033,26.5,194740,39.9
2011/09/01,149995,27.0,226302,40.8,130323,23.5,216270,38.9,163875,31.8,253792,49.2,141587,27.5,211075,41.0
2011/09/02,156720,26.9,234930,40.4,143062,24.6,232209,39.9,169780,31.9,257929,48.4,148447,27.9,218210,41.0
2011/09/05,163670,26.6,241132,39.3,161636,26.3,252830,41.2,178583,33.5,261805,49.0,149980,28.1,220188,41.2
2011/09/06,171002,26.3,251209,38.7,180790,27.8,273807,42.1,184966,33.6,275636,50.1,165230,30.0,240462,43.7
2011/09/07,171032,25.5,257577,38.4,205740,30.6,298104,44.4,196557,34.4,287003,50.3,182629,32.0,253205,44.4
2011/09/08,170888,25.1,259652,38.1,214078,31.4,306080,44.9,199002,33.6,283851,47.9,189264,31.9,262124,44.2
2011/09/09,168639,24.8,261516,38.4,214287,31.5,307552,45.2,174501,30.4,258703,45.1,161433,28.1,235008,41.0
2011/09/13,165770,23.1,262841,36.6,230230,32.0,325531,45.3,174797,30.7,264423,46.4,155110,27.2,231210,40.6
2011/09/14,163040,22.3,267206,36.5,227256,31.1,331166,45.3,167440,29.6,257232,45.5,136867,24.2,217377,38.4
2011/09/15,159943,21.6,267310,36.1,236687,32.0,338668,45.8,169206,29.0,259481,44.5,146815,25.2,221243,37.9
2011/09/16,155048,22.3,252148,36.2,201694,29.0,301658,43.4,168607,27.4,253016,41.1,187933,30.5,256299,41.7
